PDB_ID, LIG_ID, Source, Assay, Operator, Value, Units
3E8D, G98, BINDING_DB, NA, NA, NA, NA
2JDR, L20, BINDING_MOAD, ic50, 0.5, =, nM
2JDR, L20, BINDING_DB, NA, NA, NA, NA
2UW9, GVP, BINDING_MOAD, , , , 
2UW9, GVP, BINDING_DB, NA, NA, NA, NA
1O6K, ANP, BINDING_MOAD, , , , 
1O6K, ANP, BINDING_DB, NA, NA, NA, NA
3E87, G95, BINDING_MOAD, , , , 
3E87, G95, BINDING_MOAD, , , , 
1O6L, ANP, BINDING_MOAD, , , , 
1O6L, ANP, BINDING_DB, NA, NA, NA, NA
3E88, G96, BINDING_MOAD, Ki, 2, =, nM
3E88, G96, BINDING_MOAD, Ki, 2, =, nM
3E88, G96, BINDING_DB, NA, NA, NA, NA
2X39, X39, PDB_BIND, IC50, =, 2.2, nM
2X39, X39, BINDING_MOAD, ic50, 30, =, nM
2X39, X39, BINDING_DB, NA, NA, NA, NA
2XH5, X37, PDB_BIND, IC50, =, 27, nM
2JDO, I5S, PDB_BIND, IC50, =, 0.23, uM
2JDO, I5S, BINDING_MOAD, ic50, 0.23, =, uM
2JDO, I5S, BINDING_DB, NA, NA, NA, NA
5, X37, PDB_BIND, IC50, =, 27, nM
2JDO, I5S, PDB_BIND, IC50, =, 0.23, uM
2JDO, I5S, BINDING_MOAD, ic50, 0.23, =, uM
2JDO, I5S, BINDING_DB, NA, NA, NA, NA
